,DATA_YEAR_x,AGENCY_ID,INCIDENT_ID,NIBRS_MONTH_ID,CARGO_THEFT_FLAG,SUBMISSION_DATE,INCIDENT_DATE,REPORT_DATE_FLAG,INCIDENT_HOUR,CLEARED_EXCEPT_ID,CLEARED_EXCEPT_DATE,INCIDENT_STATUS,DATA_HOME,ORIG_FORMAT,DID,DATA_YEAR_y,ARRESTEE_ID,ARRESTEE_SEQ_NUM,ARREST_DATE,ARREST_TYPE_ID,MULTIPLE_INDICATOR,OFFENSE_TYPE_ID,AGE_ID,AGE_NUM,SEX_CODE,RACE_ID,ETHNICITY_ID,RESIDENT_CODE,UNDER_18_DISPOSITION_CODE,CLEARANCE_IND,AGE_RANGE_LOW_NUM,AGE_RANGE_HIGH_NUM,OFFENSE_CODE,OFFENSE_NAME,CRIME_AGAINST,CT_FLAG,HC_FLAG,HC_CODE,OFFENSE_CATEGORY_NAME,OFFENSE_GROUP,VIOLENT_CRIME
664,2019,5659,113384759,8166013,,15-AUG-19,24-APR-19,,22,6,,0,C,F,50396513,2019,34056141,1,24-APR-19,1,N,51,5,34,M,2,2,R,,,34,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
665,2019,5659,113383893,8166013,,15-AUG-19,01-APR-19,,15,6,,0,C,F,50395423,2019,34055872,1,01-APR-19,1,N,51,5,43,F,1,3,N,,,43,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
666,2019,5659,113384776,8166013,,15-AUG-19,25-APR-19,,13,6,,0,C,F,50401533,2019,34056147,1,25-APR-19,3,N,51,5,35,M,2,2,R,,,35,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
667,2019,5659,113384793,8166013,,15-AUG-19,25-APR-19,,20,6,,0,C,F,50401552,2019,34056153,1,25-APR-19,1,N,51,5,60,F,2,2,R,,,60,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
668,2019,5659,113384797,8166013,,15-AUG-19,24-APR-19,,19,6,,0,C,F,50401557,2019,34056154,1,25-APR-19,1,N,51,5,24,M,1,1,R,,,24,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
669,2019,5659,113384802,8166013,,15-AUG-19,26-APR-19,,1,6,,0,C,F,50401564,2019,34056155,1,26-APR-19,1,N,51,5,20,F,2,2,R,,,20,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
670,2019,5659,113384805,8166013,,15-AUG-19,26-APR-19,,3,6,,0,C,F,50401569,2019,34056157,1,26-APR-19,1,N,51,5,25,M,1,2,R,,,25,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
671,2019,5659,113384829,8166013,,15-AUG-19,26-APR-19,,14,6,,0,C,F,50401600,2019,34056160,1,26-APR-19,1,N,51,5,25,M,2,2,R,,,25,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
672,2019,5659,113384833,8166013,,15-AUG-19,26-APR-19,,8,6,,0,C,F,50401604,2019,34056161,1,29-APR-19,1,N,51,5,22,M,1,2,R,,,22,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
673,2019,5659,113384843,8166013,,15-AUG-19,26-APR-19,,21,6,,0,C,F,50401615,2019,34056164,1,26-APR-19,1,N,51,5,27,F,1,2,R,,,27,0,13B,Simple Assault,Person,N,Y,9.0,Assault Offenses,A,Y
